0.000101403,0.00237486,0.00033541
7.41513E-05,0.000179659,0.000138472
3.67459E-05,-6.94055E-05,7.27007E-05
-3.70988E-05,-0.000291447,0.000090606
0.000081283,-0.000227045,0.000121116
-0.000139318,1.91929E-06,6.31583E-05
0.00023108,-0.000172299,9.04224E-05
-9.43071E-05,-0.00023062,-3.07286E-05
-6.70225E-05,-0.000284013,5.28698E-05
0.000203626,-0.000327219,7.13392E-05
0.000322554,-0.000347862,-1.97025E-05
-1.59036E-05,-0.000534158,5.31142E-05
0.000534115,-0.000966824,0.00034314
0.000292662,-0.000674265,-4.13969E-06
0.000387707,-0.000708997,5.71282E-05
0.000214283,-0.000715928,8.20421E-05
0.00163845,-0.00123486,-0.000170812
0.00363297,-0.00105919,-7.50957E-05
0.000625017,-0.00100801,-0.000087251
0.00107125,-0.000709223,-2.31644E-06
0.00126739,-0.00168363,-0.000340867
0.001624,-0.0022072,-0.000338489
0.00117187,0.00150367,-3.69675E-05
0.00129651,-0.00106918,0.000114785
