0,0,-2.5692e-17,-3.0199e-17,-3.7313e-17
7,0,-6.9637e-17,1.0269e-17,2.097e-18
14,0,7.3046e-18,4.0523e-18,-2.4987e-17
21,0,3.0155e-18,1.6881e-17,-7.0568e-17
28,0,-4.5863e-17,1.7781e-17,-4.6925e-17
35,0,-6.8526e-17,4.4056e-17,-2.1309e-17
42,0,-3.1739e-17,2.5855e-17,1.3346e-17
49,0,6.5964e-17,1.546e-17,-6.3367e-19
56,0,-6.0166e-17,5.6971e-17,1.8208e-17
63,0,-1.4861e-16,5.5943e-17,4.9898e-18
70,0,-1.254e-16,6.3916e-17,-1.4528e-17
77,0,-1.2812e-17,3.8352e-17,1.6466e-17
84,0,2.2985e-17,4.0981e-17,5.4579e-17
91,0,4.9231e-17,2.968e-17,1.7957e-17
98,0,1.1536e-17,4.8455e-17,3.3833e-17
105,0,3.155e-17,-1.1475e-17,2.7582e-17
112,0,8.5966e-17,-2.1517e-17,1.3179e-17
119,0,7.4957e-17,-8.1477e-18,-1.9887e-17
126,0,3.0762e-17,1.7255e-18,-3.6626e-17
133,0,-9.0416e-18,-4.1193e-17,-2.8042e-17
140,0,-3.1713e-17,-2.7517e-17,-3.0298e-17
147,0,8.3812e-18,-2.508e-17,-2.8818e-17
154,0,1.2868e-16,-2.924e-17,2.1711e-17
0,7,-2.5538e-17,-5.1057e-17,-3.6282e-17
7,7,-3.6974e-18,-4.8969e-17,2.5094e-17
14,7,-1.0909e-17,-9.2996e-19,3.3673e-17
21,7,6.6442e-17,2.7737e-17,-3.9315e-18
28,7,-2.9496e-17,1.1991e-17,-1.9569e-18
35,7,-1.0661e-16,2.3291e-17,-6.9535e-18
42,7,-4.5238e-17,3.6234e-17,1.0977e-17
49,7,2.4335e-17,3.8133e-17,2.202e-17
56,7,-4.3611e-17,3.3845e-17,3.6589e-17
63,7,-1.3117e-16,5.5498e-17,8.7042e-18
70,7,-1.307e-16,6.7875e-17,-3.6753e-18
77,7,-6.7065e-17,6.2944e-17,2.4332e-17
84,7,4.3199e-17,4.8102e-17,4.9665e-17
91,7,1.4569e-17,4.7867e-17,2.0193e-17
98,7,1.5525e-17,5.0151e-17,7.8522e-18
105,7,3.8856e-17,6.1644e-17,3.1122e-17
112,7,9.7123e-17,1.7737e-17,1.7524e-17
119,7,7.6601e-17,1.4416e-17,-1.4744e-17
126,7,3.4257e-17,2.9207e-18,-2.4964e-17
133,7,-4.6796e-18,-1.1894e-17,-1.5372e-17
140,7,-3.036e-17,-3.3565e-17,-3.6501e-17
147,7,3.0404e-18,-8.2471e-17,-2.4646e-17
154,7,7.6149e-17,-4.5149e-17,-2.1611e-17
0,14,-8.996e-17,-4.1697e-17,-2.6523e-17
7,14,-4.0243e-17,-1.8584e-17,1.9692e-17
14,14,2.2966e-17,1.0199e-17,3.9266e-17
21,14,3.3889e-17,1.6645e-17,2.18e-17
28,14,-2.3869e-17,5.7044e-17,1.1041e-17
35,14,-9.0003e-17,5.5398e-17,2.9686e-17
42,14,-5.6046e-17,6.3329e-17,2.2545e-17
49,14,2.9147e-17,8.6494e-17,3.5409e-17
56,14,-2.3607e-17,7.3651e-17,4.1398e-17
63,14,-1.1529e-16,7.6689e-17,1.7181e-17
70,14,-1.1989e-16,7.7376e-17,-2.3295e-18
77,14,-5.462e-17,7.1374e-17,1.1293e-17
84,14,4.1686e-17,1.0634e-16,1.2101e-17
91,14,5.1197e-17,9.3554e-17,-7.6213e-19
98,14,2.1028e-17,8.4707e-17,-9.1133e-18
105,14,3.3389e-17,6.0852e-17,1.7448e-17
