0,0,-0.021309,0.045567,-0.0070826
0.8592,0,-0.022057,0.04717,-0.0067728
1.7184,0,-0.022741,0.04952,-0.0063659
2.5776,0,-0.023501,0.052741,-0.0057509
3.4368,0,-0.02478,0.058097,-0.0046395
4.296,0,-0.027023,0.065997,-0.0023745
5.1552,0,-0.029934,0.076116,0.00097893
6.0144,0,-0.03374,0.088571,0.0053606
6.8736,0,-0.038447,0.10258,0.01045
7.7328,0,-0.043819,0.11744,0.015388
8.592,0,-0.049579,0.13235,0.019079
9.4512,0,-0.055252,0.14693,0.020526
10.31,0,-0.060316,0.16096,0.019286
11.17,0,-0.06415,0.17424,0.01543
12.029,0,-0.066335,0.18633,0.0094669
12.888,0,-0.066576,0.19647,0.0021785
13.747,0,-0.065222,0.20308,-0.0053801
14.606,0,-0.06272,0.20573,-0.012918
15.466,0,-0.058838,0.20383,-0.020397
16.325,0,-0.053237,0.19757,-0.027635
17.184,0,-0.045799,0.18819,-0.033983
18.043,0,-0.037156,0.17645,-0.038503
18.902,0,-0.028188,0.16295,-0.04033
19.762,0,-0.019363,0.14883,-0.039429
20.621,0,-0.011127,0.13368,-0.035927
21.48,0,-0.0042962,0.11804,-0.030369
22.339,0,0.0005389,0.10294,-0.023745
23.198,0,0.0037181,0.089638,-0.016949
24.058,0,0.0052771,0.079876,-0.010356
24.917,0,0.0051491,0.075228,-0.003704
25.776,0,0.0032533,0.07591,0.0030531
26.635,0,-0.00010934,0.081386,0.010369
27.494,0,-0.0043588,0.090374,0.018185
28.354,0,-0.0092705,0.10156,0.025918
29.213,0,-0.014555,0.11407,0.03294
30.072,0,-0.020072,0.12744,0.038356
30.931,0,-0.025823,0.14155,0.041541
31.79,0,-0.031447,0.15612,0.042626
32.65,0,-0.03672,0.17096,0.041739
33.509,0,-0.041564,0.18491,0.03948
34.368,0,-0.04606,0.19781,0.036926
35.227,0,-0.050566,0.20976,0.034853
36.086,0,-0.055996,0.22251,0.033765
36.946,0,-0.059637,0.23313,0.033658
37.805,0,-0.061239,0.23966,0.033754
38.664,0,-0.062515,0.24464,0.033628
39.523,0,-0.05888,0.22663,0.029117
0,0.8592,-0.024291,0.066838,-0.0020072
0.8592,0.8592,-0.020531,0.046618,-0.0058546
1.7184,0.8592,-0.021389,0.048682,-0.0054202
2.5776,0.8592,-0.022208,0.051537,-0.004839
3.4368,0.8592,-0.023454,0.056145,-0.0038759
4.296,0.8592,-0.025441,0.063225,-0.0019324
5.1552,0.8592,-0.028414,0.073124,0.0011194
6.0144,0.8592,-0.032461,0.085956,0.0051506
6.8736,0.8592,-0.037663,0.1015,0.0097889
7.7328,0.8592,-0.043834,0.11917,0.014233
8.592,0.8592,-0.050541,0.13831,0.017428
9.4512,0.8592,-0.057144,0.15807,0.018644
10.31,0.8592,-0.063062,0.17759,0.017302
11.17,0.8592,-0.067784,0.19602,0.013616
12.029,0.8592,-0.070866,0.21248,0.0081117
12.888,0.8592,-0.072048,0.22552,0.0014951
13.747,0.8592,-0.071479,0.23428,-0.0056665
14.606,0.8592,-0.0694,0.23763,-0.012791
15.466,0.8592,-0.065418,0.23529,-0.019963
16.325,0.8592,-0.059373,0.22725,-0.026767
17.184,0.8592,-0.051499,0.21433,-0.032443
18.043,0.8592,-0.042501,0.1976,-0.03607
18.902,0.8592,-0.032883,0.17893,-0.037228
19.762,0.8592,-0.022987,0.15929,-0.035956
20.621,0.8592,-0.013405,0.13972,-0.032387
21.48,0.8592,-0.0052298,0.12076,-0.027001
22.339,0.8592,0.00090154,0.10339,-0.020718
23.198,0.8592,0.0049934,0.089152,-0.014434
24.058,0.8592,0.0069671,0.079171,-0.0084378
24.917,0.8592,0.0067469,0.074487,-0.0025897
25.776,0.8592,0.0043346,0.075606,0.0034313
26.635,0.8592,0.00017647,0.081772,0.0099118
27.494,0.8592,-0.0049844,0.092143,0.01712
28.354,0.8592,-0.010721,0.1058,0.024433
29.213,0.8592,-0.016948,0.1219,0.031003
30.072,0.8592,-0.023368,0.13985,0.036179
30.931,0.8592,-0.029882,0.15902,0.039383
31.79,0.8592,-0.036334,0.17848,0.0404
32.65,0.8592,-0.042357,0.19742,0.039638
33.509,0.8592,-0.047904,0.21513,0.037678
34.368,0.8592,-0.053089,0.23075,0.035274
35.227,0.8592,-0.058075,0.24412,0.033189
36.086,0.8592,-0.063275,0.25576,0.031688
36.946,0.8592,-0.066845,0.26554,0.030733
37.805,0.8592,-0.068628,0.2715,0.030022
38.664,0.8592,-0.069995,0.27606,0.028912
39.523,0.8592,-0.065437,0.25417,0.023746
0,1.7184,-0.023972,0.069926,-0.0016531
0.8592,1.7184,-0.019425,0.046314,-0.0047139
1.7184,1.7184,-0.020359,0.048325,-0.0043076
2.5776,1.7184,-0.021257,0.05115,-0.0038416
3.4368,1.7184,-0.022573,0.055625,-0.0030531
4.296,1.7184,-0.024533,0.062589,-0.0014918
5.1552,1.7184,-0.027541,0.072446,0.0010444
6.0144,1.7184,-0.031787,0.085544,0.0044171
6.8736,1.7184,-0.03739,0.10194,0.0082919
7.7328,1.7184,-0.044131,0.12127,0.011927
8.592,1.7184,-0.051511,0.14288,0.014494
9.4512,1.7184,-0.058823,0.1658,0.015292
10.31,1.7184,-0.065411,0.18866,0.013988
11.17,1.7184,-0.070707,0.21044,0.010651
12.029,1.7184,-0.074328,0.22976,0.0057855
12.888,1.7184,-0.076162,0.24499,-2.0622e-05
13.747,1.7184,-0.076145,0.25516,-0.0061938
14.606,1.7184,-0.074221,0.25891,-0.012453
15.466,1.7184,-0.070285,0.25561,-0.018555
16.325,1.7184,-0.064219,0.24585,-0.024215
17.184,1.7184,-0.056307,0.23036,-0.028888
18.043,1.7184,-0.047229,0.21055,-0.031711
18.902,1.7184,-0.037147,0.18851,-0.032494
19.762,1.7184,-0.026503,0.16565,-0.031185
20.621,1.7184,-0.015941,0.1434,-0.027923
21.48,1.7184,-0.0067011,0.12263,-0.023066
22.339,1.7184,0.00040887,0.1043,-0.01735
23.198,1.7184,0.0051159,0.08987,-0.011546
24.058,1.7184,0.0074772,0.080142,-0.006173
24.917,1.7184,0.0073571,0.075819,-0.0012427
25.776,1.7184,0.0045514,0.077142,0.0037817
26.635,1.7184,-0.00016043,0.083732,0.0093421
27.494,1.7184,-0.006161,0.094915,0.015592
28.354,1.7184,-0.01266,0.11007,0.022009
29.213,1.7184,-0.019607,0.12847,0.027734
30.072,1.7184,-0.026757,0.14935,0.032211
30.931,1.7184,-0.033875,0.17167,0.03501
31.79,1.7184,-0.040843,0.19446,0.036087
32.65,1.7184,-0.047338,0.21638,0.035575
33.509,1.7184,-0.053355,0.23657,0.033961
34.368,1.7184,-0.058921,0.25414,0.031838
35.227,1.7184,-0.064103,0.26851,0.029749
36.086,1.7184,-0.068731,0.27983,0.028048
36.946,1.7184,-0.071916,0.28888,0.026567
37.805,1.7184,-0.073757,0.29439,0.02539
38.664,1.7184,-0.075005,0.2983,0.023918
39.523,1.7184,-0.069314,0.27318,0.019319
0,2.5776,-0.02364,0.071934,-0.0010185
0.8592,2.5776,-0.018682,0.04598,-0.0034443
1.7184,2.5776,-0.019707,0.047996,-0.0031456
2.5776,2.5776,-0.020663,0.05087,-0.0028334
3.4368,2.5776,-0.022068,0.055353,-0.0022559
4.296,2.5776,-0.024081,0.062389,-0.0010904
5.1552,2.5776,-0.027123,0.072311,0.00075978
6.0144,2.5776,-0.031534,0.085652,0.0033281
6.8736,2.5776,-0.037414,0.10274,0.0062196
7.7328,2.5776,-0.044602,0.12326,0.008901
8.592,2.5776,-0.05248,0.1465,0.010623
9.4512,2.5776,-0.060252,0.17138,0.010943
10.31,2.5776,-0.067247,0.19651,0.0096
11.17,2.5776,-0.072938,0.22031,0.0066906
12.029,2.5776,-0.076906,0.24146,0.0025421
12.888,2.5776,-0.078991,0.25824,-0.0022046
13.747,2.5776,-0.079205,0.26938,-0.0070925
14.606,2.5776,-0.077517,0.27332,-0.011882
15.466,2.5776,-0.073736,0.26942,-0.016435
16.325,2.5776,-0.067887,0.2582,-0.020654
17.184,2.5776,-0.060247,0.24095,-0.023989
18.043,2.5776,-0.051285,0.21928,-0.026015
18.902,2.5776,-0.041007,0.19506,-0.026505
19.762,2.5776,-0.029826,0.16999,-0.025316
20.621,2.5776,-0.018593,0.14571,-0.02258
21.48,2.5776,-0.0087126,0.12351,-0.018508
22.339,2.5776,-0.0010589,0.10466,-0.013636
23.198,2.5776,0.0041755,0.090193,-0.0086975
24.058,2.5776,0.0069083,0.080768,-0.0042105
24.917,2.5776,0.0070119,0.076737,-0.00017036
25.776,2.5776,0.0041288,0.078311,0.0037923
26.635,2.5776,-0.0010808,0.085261,0.0083294
27.494,2.5776,-0.0076882,0.097218,0.013375
28.354,2.5776,-0.014834,0.11354,0.018564
29.213,2.5776,-0.022318,0.13361,0.023262
30.072,2.5776,-0.029989,0.15655,0.026958
30.931,2.5776,-0.03755,0.18103,0.029345
31.79,2.5776,-0.044781,0.20587,0.030411
32.65,2.5776,-0.051455,0.2298,0.03015
33.509,2.5776,-0.057587,0.25153,0.028925
34.368,2.5776,-0.063253,0.27022,0.027224
35.227,2.5776,-0.068377,0.28514,0.025439
36.086,2.5776,-0.072362,0.29636,0.023904
36.946,2.5776,-0.075026,0.30453,0.022418
37.805,2.5776,-0.076741,0.30969,0.021155
38.664,2.5776,-0.077645,0.31309,0.019665
39.523,2.5776,-0.070933,0.28626,0.015639
0,3.4368,-0.022564,0.07304,-0.00015525
0.8592,3.4368,-0.01738,0.045298,-0.0020902
1.7184,3.4368,-0.018567,0.047171,-0.0019806
2.5776,3.4368,-0.019707,0.049897,-0.0018982
3.4368,3.4368,-0.021359,0.054303,-0.0016832
4.296,3.4368,-0.023505,0.061219,-0.0011445
5.1552,3.4368,-0.02655,0.070963,-0.00021202
6.0144,3.4368,-0.031015,0.084445,0.0011202
6.8736,3.4368,-0.037197,0.10214,0.0026764
7.7328,3.4368,-0.044888,0.12404,0.0040255
8.592,3.4368,-0.053458,0.14932,0.0046992
9.4512,3.4368,-0.061944,0.17665,0.0043536
10.31,3.4368,-0.069574,0.20436,0.0028923
11.17,3.4368,-0.075766,0.2306,0.00047048
12.029,3.4368,-0.080219,0.25353,-0.0024626
12.888,3.4368,-0.082663,0.27162,-0.0056164
13.747,3.4368,-0.083204,0.28321,-0.0085571
