0.00958846,-0.00685984,0.00342636
0.00671818,-0.00657489,0.00326493
0.00456803,-0.0061508,0.00288169
0.00305302,-0.00560992,0.00243612
0.00199901,-0.00506115,0.00198542
0.00127323,-0.00454509,0.00156018
0.00077008,-0.0040451,0.00119647
0.00038703,-0.00358199,0.000893953
-0.0001668,-0.00334379,0.000745311
-0.000356096,-0.00292873,0.000356893
-0.000219267,-0.00269988,1.78E-05
-4.50E-05,-0.00262071,-0.000104612
-0.000121572,-0.00253188,-0.000263044
-0.000383903,-0.00238641,-0.000494211
-0.000588241,-0.00245863,-0.000960519
-0.000735706,-0.00272721,-0.00150736
-0.000707214,-0.00334836,-0.00185965
-0.000634702,-0.00395553,-0.00213345
-0.000511855,-0.00449845,-0.00233875
-0.000369579,-0.00504138,-0.0025009
-0.000312566,-0.0055784,-0.00279556
-0.000335615,-0.00608754,-0.00327765
-9.71E-05,-0.00673301,-0.0034769
6.82E-05,-0.00710022,-0.0036501
2.88E-05,-0.00728179,-0.00387169
0.0087015,-0.00531038,0.00322069
0.0062489,-0.00508086,0.00297568
0.00439853,-0.00475327,0.00255187
0.00308555,-0.00435208,0.0021061
0.00213663,-0.00394498,0.00167505
0.00143756,-0.0035384,0.00127273
0.000926584,-0.00311911,0.000943145
0.00052947,-0.00272254,0.000692822
2.74E-05,-0.00248868,0.000568627
-0.000180855,-0.00212427,0.000290912
-0.00012939,-0.00189684,5.39E-05
-3.33E-05,-0.00178308,-2.63E-05
-0.000119063,-0.00168105,-0.000129112
-0.0003116,-0.00158906,-0.000292674
-0.000428548,-0.00171693,-0.000634326
-0.000487482,-0.00207823,-0.00103693
-0.000415226,-0.00273737,-0.00130931
-0.000324294,-0.00339101,-0.0015434
-0.000176632,-0.00398885,-0.00172798
2.28E-05,-0.00457235,-0.00187087
0.00015106,-0.00512687,-0.0021153
0.000202939,-0.00563971,-0.00251709
0.000428273,-0.00619419,-0.00269765
0.00057618,-0.00647403,-0.00287363
0.000580051,-0.0065198,-0.00309513
0.00796242,-0.00424747,0.00299913
0.00587954,-0.00406095,0.00269609
0.00428868,-0.00380495,0.00225488
0.0031444,-0.00349793,0.00182335
0.00227731,-0.00318553,0.00141648
0.00159215,-0.00285896,0.00103334
0.00107131,-0.00251235,0.000734275
0.000658996,-0.0021876,0.000525463
0.000193928,-0.00196271,0.000423764
-2.62E-05,-0.00163512,0.000227645
-3.84E-05,-0.00139736,7.08E-05
-2.24E-06,-0.00124399,2.94E-05
-8.51E-05,-0.00110794,-2.23E-05
-0.000212914,-0.00101054,-0.000118593
-0.000256524,-0.00111456,-0.000344571
-0.000243063,-0.001453,-0.000619
-0.000137314,-0.00203774,-0.00081866
-3.91E-05,-0.00262949,-0.0010162
0.000114112,-0.00318827,-0.00118382
0.000342228,-0.00373604,-0.00131116
0.000504778,-0.00426538,-0.00152437
0.000589272,-0.0047534,-0.00188133
0.000784083,-0.00521495,-0.00207023
0.000919285,-0.00542578,-0.00226053
0.000970129,-0.00540522,-0.00248841
0.00731904,-0.00359578,0.00276107
0.00556119,-0.00340848,0.00242666
0.00419977,-0.00318176,0.00198554
0.00320075,-0.00292161,0.00157597
0.00240317,-0.00266113,0.00119733
0.00173234,-0.00238866,0.000837353
0.00120587,-0.00210279,0.000569531
0.000779194,-0.00184358,0.00039287
0.000341322,-0.00163161,0.000309969
0.000114442,-0.00134907,0.000171934
5.52E-05,-0.00112399,7.50E-05
4.58E-05,-0.000960482,6.41E-05
-2.99E-05,-0.000816005,5.07E-05
-0.000103499,-0.000719128,9.55E-06
-8.89E-05,-0.000788516,-0.000119226
-1.80E-05,-0.00106578,-0.000284624
0.000113595,-0.00153588,-0.000417834
0.000214173,-0.00202291,-0.000576483
0.000362331,-0.00249837,-0.000725667
0.000599385,-0.00297048,-0.000834882
0.000773696,-0.00343323,-0.0010188
0.000866069,-0.00386519,-0.00134831
0.00102302,-0.00424549,-0.0015584
0.00114605,-0.00442459,-0.00176871
0.00123642,-0.00440094,-0.00201164
0.0067721,-0.00312832,0.002438
0.00528647,-0.00294556,0.0021159
0.00412012,-0.00274814,0.00170821
0.00324168,-0.00253328,0.00134264
0.00250228,-0.00232344,0.00100628
0.00184622,-0.00210204,0.000678576
0.00132008,-0.00186889,0.000447151
0.000883637,-0.00166636,0.00030188
0.000472575,-0.00146655,0.000236356
0.000249704,-0.00122326,0.000136754
0.000161225,-0.00101478,8.01E-05
0.000121949,-0.000852258,9.04E-05
5.81E-05,-0.000712676,0.000102896
2.89E-05,-0.00062333,0.000100933
8.65E-05,-0.00066555,4.41E-05
0.000197482,-0.000878801,-3.87E-05
0.000343931,-0.001236,-0.000118024
0.000442282,-0.00161711,-0.00023884
0.000578527,-0.00200158,-0.000367301
0.000807674,-0.00239318,-0.000456481
0.00097665,-0.00278445,-0.000611781
0.00106335,-0.00316377,-0.000916247
0.00118385,-0.00348098,-0.00113898
0.00129753,-0.00366,-0.00136135
0.00142192,-0.00367143,-0.00161388
0.00573566,-0.00238903,0.00220169
0.0046322,-0.00231706,0.0018525
0.00374955,-0.00223231,0.00145574
0.00305935,-0.00212779,0.00112024
0.00243497,-0.00201761,0.000818587
0.00184289,-0.0018862,0.000520349
0.0013554,-0.00173475,0.000322575
0.000936731,-0.00160729,0.000204091
0.000582562,-0.00143817,0.000142993
0.000380013,-0.00124655,7.86E-05
0.000272464,-0.00106394,6.05E-05
0.000217601,-0.000904784,8.79E-05
0.000169017,-0.000769616,0.000121152
0.000177387,-0.000679485,0.000151327
0.000267589,-0.000685157,0.000151804
0.000406846,-0.000824213,0.000133895
0.000559127,-0.00106446,9.72E-05
0.000651436,-0.00133446,1.06E-05
0.000769836,-0.00161745,-9.70E-05
0.00097688,-0.0019149,-0.000165539
0.00112806,-0.00221974,-0.000291828
0.00119969,-0.00253371,-0.00057061
0.00128414,-0.00278381,-0.000795453
0.00138834,-0.00295289,-0.00101578
0.00154012,-0.00298485,-0.00126334
0.00549664,-0.00200841,0.00196209
0.00454848,-0.00199336,0.00164292
0.00378364,-0.00196527,0.00128446
0.00316259,-0.00192161,0.000987254
0.00256957,-0.00186723,0.00071678
0.00198216,-0.00178994,0.000438141
0.00149276,-0.00169177,0.000259369
0.00106799,-0.00161522,0.000152323
0.000728901,-0.00145761,9.65E-05
0.000534747,-0.00129197,4.46E-05
0.000418029,-0.00112584,4.28E-05
0.000347662,-0.000974394,8.22E-05
0.000305676,-0.000849204,0.000127235
0.000335192,-0.000760909,0.000177497
0.000441217,-0.000742181,0.000215957
0.000596463,-0.000822579,0.00024499
0.000751832,-0.000975356,0.000245515
0.000837028,-0.00115509,0.000189885
0.00093627,-0.00135405,0.000102192
0.00111605,-0.00157152,5.35E-05
0.00124281,-0.00179557,-4.31E-05
0.00129066,-0.0020479,-0.000294024
0.00133544,-0.00223955,-0.000512516
0.00142359,-0.00239781,-0.000722731
0.00158887,-0.00244098,-0.000957611
0.0052585,-0.00187634,0.00180303
0.00444815,-0.00186787,0.00148684
0.00378894,-0.00186043,0.00115497
0.00323175,-0.00184509,0.000888198
0.00267354,-0.0018199,0.000642941
0.0021021,-0.00177964,0.00038104
0.00162244,-0.00172564,0.000217603
0.00119909,-0.00169469,0.000112622
0.000878681,-0.00156,5.27E-05
0.000697405,-0.00142483,3.23E-06
0.000572633,-0.00128744,1.16E-05
0.000489999,-0.00116226,6.11E-05
0.000453379,-0.00105985,0.000116034
0.000495851,-0.000991452,0.000179006
0.000613557,-0.000966587,0.000248418
0.000785173,-0.00101492,0.000319099
0.000944847,-0.00110926,0.000353816
0.00102761,-0.00122893,0.000334584
0.00111434,-0.00136949,0.000277385
0.00127009,-0.00153009,0.000257156
0.00137277,-0.00169103,0.00019327
0.00139464,-0.00188929,-2.91E-05
0.00140048,-0.00203035,-0.000233088
0.00146023,-0.00216957,-0.000429769
0.00160969,-0.0022131,-0.000655133
0.0051647,-0.00190705,0.00159529
0.0044072,-0.001893,0.00130109
0.00379517,-0.00189298,0.00101016
0.00326784,-0.0018875,0.000782948
0.00273146,-0.00187223,0.000570468
0.00217803,-0.00185251,0.000333643
0.00171639,-0.00182889,0.000190684
0.00130343,-0.00182848,9.09E-05
0.00100529,-0.00171629,3.01E-05
0.000842264,-0.00161593,-1.79E-05
0.000723208,-0.00151413,-2.78E-06
0.000642513,-0.00142282,5.03E-05
0.000617559,-0.00134985,0.00010827
0.000669444,-0.00130647,0.000174483
0.000787488,-0.00128124,0.000255626
0.000956572,-0.0012896,0.00034317
0.00109838,-0.0013093,0.000392289
0.00115473,-0.00135441,0.000392397
0.00120739,-0.00142333,0.000352
0.00131636,-0.0015066,0.000346261
0.00137876,-0.00158541,0.000302691
0.00136823,-0.00172195,0.000106271
0.00133322,-0.00180871,-7.97E-05
0.00137014,-0.0019316,-0.000252451
0.00151754,-0.00200131,-0.000448622
0.00503192,-0.00207933,0.00153384
0.00431537,-0.00205805,0.00124236
0.00374476,-0.00204804,0.000966625
0.00324833,-0.00202837,0.000753503
0.0027418,-0.00199634,0.000553278
0.00221941,-0.00197079,0.000326096
0.00178843,-0.00195302,0.00018741
0.00139582,-0.00195822,7.90E-05
0.00112894,-0.00185584,6.23E-06
0.000992111,-0.00178296,-4.90E-05
0.000891263,-0.00171577,-3.55E-05
0.000825689,-0.00165855,1.47E-05
0.000815308,-0.00161898,7.06E-05
0.000870052,-0.00159375,0.000137732
0.00097478,-0.00157011,0.000217625
0.00113005,-0.00154499,0.000310364
0.00124986,-0.00151609,0.000371975
0.00127558,-0.00150395,0.000392081
0.00129049,-0.00150743,0.000370043
0.00134773,-0.00151615,0.000379368
0.00136791,-0.00151424,0.000360671
0.00132229,-0.00158907,0.000201627
0.00125255,-0.00162433,5.01E-05
0.0012739,-0.00172668,-8.11E-05
0.00142452,-0.00181335,-0.000228833
0.00491045,-0.0022513,0.00142782
0.00422202,-0.00222754,0.00114738
0.00368395,-0.00220758,0.000887702
0.00321685,-0.00217259,0.000687416
0.00274783,-0.00212125,0.000500098
0.00226936,-0.00208462,0.000285936
0.00188057,-0.00206653,0.00015256
0.0015131,-0.00206744,3.97E-05
0.00128097,-0.00197659,-4.09E-05
0.00117048,-0.00193179,-0.000101057
0.00108793,-0.00189868,-8.97E-05
0.00103627,-0.00187224,-4.01E-05
0.00102627,-0.00186424,1.21E-05
0.00106719,-0.00185598,7.63E-05
0.00114921,-0.00184033,0.000153058
0.001273,-0.00181,0.000226
0.00137436,-0.00175938,0.00031729
0.00137147,-0.00171589,0.000352485
0.00134785,-0.00167601,0.000344817
0.00135514,-0.00163582,0.000364411
0.00133572,-0.00157797,0.000361387
0.00125429,-0.0015984,0.000232712
0.00115444,-0.0015919,0.000109468
0.00115345,-0.00166768,7.98E-06
0.00128435,-0.00174867,-0.000108415
0.0047749,-0.00242023,0.00128627
0.00411015,-0.00236861,0.00101843
0.00360193,-0.00232375,0.000773905
0.00316456,-0.00226846,0.000586396
0.00273716,-0.00219776,0.000415198
0.00231021,-0.00214854,0.00022175
0.00196919,-0.00212504,0.000101681
0.00163173,-0.00211441,-7.08E-06
0.00143843,-0.00203276,-8.81E-05
0.0013559,-0.00200851,-0.000144636
0.00129147,-0.00200392,-0.000132813
0.00125265,-0.00200329,-8.31E-05
0.00123954,-0.00202126,-3.44E-05
0.00126073,-0.00203758,2.06E-05
0.00131451,-0.00204382,8.58E-05
0.00141658,-0.00202911,0.000167453
0.00148363,-0.00199216,0.000237088
0.0014531,-0.00194817,0.000278464
0.00139461,-0.00190019,0.000279451
0.00135685,-0.00184629,0.000305201
0.00130049,-0.00176395,0.000311975
